element_type,osmid,leisure,geometry,ele,gnis:county_id,gnis:created,gnis:feature_id,gnis:state_id,historic,name,wikidata,barrier,source,access,addr:city,addr:country,addr:housenumber,addr:postcode,addr:state,addr:street,description,building,fee,opening_hours,operator,material,artwork_type,tourism,level,wheelchair,memorial,nodes,operator:type,operator:wikidata,operator:short,alt_name,boundary,owner,ownership,protected,protection_title,landuse,surface,wikipedia,garden:type,fence_type,ref:bcrp,address,short_name,loc_name,official_name,name:en,name:lt,website,attraction,email,not:operator:wikidata,dog,alt_name:en,alt_name:wikidata,demolished:building,garden:style,source:date,source:leisure,owner:short,owner:wikidata,park:type,restriction,sport,addr:unit,year_of_construction,surface_1,height,note,leaf_cycle,leaf_type,natural,artist_name,start_date,import,layer,basin,image,wikimedia_commons,survey:date,ways,type,protect_class,phone,operator:alt_name,operator:website,start_date:operator,source:operator,was:landuse
way,955015858,garden,"POLYGON ((-76.6198747 39.3252257, -76.6197664 39.3251387, -76.6197287 39.3251668, -76.6197923 39.3252179, -76.6196558 39.3253196, -76.6196883 39.3253457, -76.6197145 39.3253262, -76.6197266 39.325336, -76.6198747 39.3252257))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8839408598, 8839408599, 8839408613, 8839408605, 8839408601, 8839408602, 8839408603, 8839408604, 8839408598]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955015860,garden,"POLYGON ((-76.6195166 39.3253648, -76.6194424 39.3253053, -76.6196037 39.3251851, -76.6196779 39.3252447, -76.6195166 39.3253648))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8839408606, 8839408607, 8839408608, 8839408609, 8839408606]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955015861,garden,"POLYGON ((-76.6196558 39.3253196, -76.6196457 39.3253115, -76.6197406 39.3252408, -76.619687 39.3251978, -76.6197287 39.3251668, -76.6197923 39.3252179, -76.6196558 39.3253196))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8839408601, 8839408610, 8839408611, 8839408612, 8839408613, 8839408605, 8839408601]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955015862,garden,"POLYGON ((-76.6197044 39.3251473, -76.619662 39.3251789, -76.6195838 39.325116, -76.6195937 39.3251087, -76.61961 39.3250966, -76.6196262 39.3250844, -76.6197044 39.3251473))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8839408592, 8839408615, 8839408618, 8839408594, 8839408593, 9193119437, 8839408592]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,955015863,garden,"POLYGON ((-76.6193975 39.3252605, -76.6193856 39.3252513, -76.6195309 39.3251393, -76.6195428 39.3251485, -76.6193975 39.3252605))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8839408619, 8839408620, 8839408621, 8839408622, 8839408619]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,963023615,garden,"POLYGON ((-76.6180594 39.326567, -76.6179481 39.3265719, -76.6179295 39.3266075, -76.6178232 39.3266417, -76.6178377 39.3269627, -76.6178393 39.3269988, -76.6178591 39.3270951, -76.6179437 39.3271424, -76.6180574 39.3271462, -76.6183586 39.3271564, -76.6184056 39.3270785, -76.6184847 39.3270121, -76.6188314 39.3267668, -76.6190473 39.3266335, -76.6191083 39.3265987, -76.6189053 39.3265403, -76.6187358 39.326555, -76.618721 39.3265563, -76.61859 39.3264559, -76.6185558 39.3264317, -76.6184239 39.3264354, -76.6183555 39.3263811, -76.6180908 39.3264115, -76.6180971 39.3265349, -76.6180571 39.3265359, -76.6180594 39.326567))",,,,,,,Ryda and Robert H. Levi Sculpture Garden,,,,,,,,,,,,,,We-Su 10:00-17:00; Mo-Tu off,,,,,,,,"[2044048146, 2044048147, 7647512545, 7647512544, 8980949881, 7647512540, 7647512539, 7647512538, 8908090098, 7647512537, 7647512536, 7647512535, 7647512534, 7647512533, 7647512567, 8761464303, 8908165933, 8908090056, 8908090058, 8908090054, 8908090053, 7647512548, 7647512547, 9733259071, 9733259072, 2044048146]",,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,964597342,park,"POLYGON ((-76.6119176 39.2706711, -76.6119077 39.2707642, -76.6119013 39.2708247, -76.6118328 39.2708113, -76.6116775 39.2707813, -76.6116201 39.2707699, -76.6116369 39.2706918, -76.6116902 39.2706879, -76.6119113 39.2706716, -76.6119176 39.2706711))",,,,,,,1640 Light Street,,,,,,,,,,,,,,,Baltimore City Department of Recreation & Parks,,,,,,,"[3434020801, 3434020802, 8922494500, 3434014434, 3434014435, 8922494499, 8922494498, 7490799380, 7490799381, 3434020801]",public,Q110062922,BCRP,,,Mayor & City Council of Baltimore,municipal,,,,,,,,,,,,,,,https://bcrp.baltimorecity.gov/parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,965224681,garden,"POLYGON ((-76.6519223 39.36668, -76.6516595 39.3667416, -76.6516932 39.3667785, -76.6519223 39.36668))",,,,,,,Kelly Avenue Bridge Garden,,,,yes,,,,,,,,,no,,Mount Washington Preservation Trust,,,,,,,"[8929063191, 8929063192, 8929063193, 8929063191]",ngo,,,,,,,,,,,,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967694612,garden,"POLYGON ((-76.6219596 39.3291326, -76.6219487 39.3291305, -76.621932 39.3291218, -76.6219213 39.3291106, -76.6219077 39.3291009, -76.6219015 39.3290957, -76.621904 39.3290782, -76.6219158 39.3290761, -76.621937 39.3290704, -76.6219515 39.3290627, -76.6219632 39.3290564, -76.6219702 39.3290512, -76.6219856 39.3290415, -76.6219923 39.3290402, -76.6219962 39.3290454, -76.6220018 39.3290532, -76.6219939 39.3290808, -76.6219867 39.3290987, -76.6219805 39.3291145, -76.6219713 39.3291329, -76.6219596 39.3291326))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8952603983, 8952603984, 8952603985, 8952603986, 8952603987, 8952603988, 8952603989, 8952603990, 8952603991, 8952603992, 8952603993, 8952603994, 8952603995, 8952603996, 8952603997, 8952603998, 8952603999, 8952604000, 8952604001, 8952604002, 8952603983]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967694613,garden,"POLYGON ((-76.6219696 39.3288605, -76.621955 39.3288575, -76.6219304 39.3288501, -76.6219075 39.3288443, -76.6218955 39.3288413, -76.6218883 39.3288385, -76.6218859 39.3288299, -76.6218906 39.3288233, -76.6218958 39.3288186, -76.6219142 39.3288044, -76.6219255 39.3287981, -76.6219364 39.328798, -76.6219445 39.3288038, -76.621954 39.3288153, -76.6219621 39.3288277, -76.6219702 39.3288417, -76.6219758 39.3288516, -76.6219754 39.3288572, -76.6219696 39.3288605))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8952604003, 8952604004, 8952604005, 8952604006, 8952604007, 8952604008, 8952604009, 8952604010, 8952604011, 8952604012, 8952604013, 8952604014, 8952604015, 8952604016, 8952619717, 8952619718, 8952619719, 8952619720, 8952604003]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,968248700,garden,"POLYGON ((-76.6197102 39.3312259, -76.6197076 39.3311894, -76.6199383 39.3311795, -76.6199423 39.3312351, -76.6197799 39.3312421, -76.6197785 39.331223, -76.6197102 39.3312259))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8957884258, 8957884259, 8957884260, 8957884261, 8957884262, 8957884263, 8957884258]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,968248701,garden,"POLYGON ((-76.6196621 39.3312259, -76.6196597 39.3311902, -76.6195945 39.3311929, -76.619595 39.3312001, -76.6195523 39.3312018, -76.6195543 39.3312304, -76.6196015 39.3312284, -76.6196621 39.3312259))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4520077199, 4520077198, 8957884266, 8957884267, 8957884268, 8957884269, 4520077200, 4520077199]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,968309314,garden,"POLYGON ((-76.5884255 39.2813019, -76.5884277 39.2813246, -76.5886324 39.2813157, -76.5886215 39.281181, -76.5884165 39.2811909, -76.5884255 39.2813019))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3445858217, 8958414542, 8958414541, 3445858211, 3445858212, 3445858217]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,968785260,garden,"POLYGON ((-76.6191754 39.3287518, -76.6191892 39.3287519, -76.6191925 39.3287578, -76.6192822 39.3287557, -76.6192817 39.328748, -76.619273 39.3286059, -76.6192707 39.3285695, -76.6192946 39.3285686, -76.6192871 39.3284868, -76.6192606 39.3284351, -76.6191733 39.3284639, -76.619115 39.3283553, -76.619324 39.3282861, -76.6193054 39.3282495, -76.6192551 39.3282531, -76.6192039 39.3282638, -76.6191679 39.3282759, -76.6191281 39.3283015, -76.6191025 39.3283309, -76.6190882 39.3283573, -76.6190802 39.3283782, -76.6191043 39.3284079, -76.6191231 39.3284422, -76.6191237 39.3284676, -76.6191217 39.3285231, -76.6191271 39.3285713, -76.6191425 39.3286144, -76.6191693 39.3286652, -76.6191794 39.3286839, -76.6191821 39.3287005, -76.6191801 39.328716, -76.6191747 39.3287404, -76.6191754 39.3287518))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8963061769, 9163282353, 9163282354, 8963061768, 8325678392, 9163292801, 8325678391, 9163274543, 4519871447, 1787618123, 1787618112, 1787618121, 8963061767, 8963061766, 8963061765, 8963061764, 8963061763, 8963061762, 8963061761, 9167476922, 8963061781, 8963061780, 8963061779, 8963061778, 8963061777, 8963061776, 8963061775, 8963061774, 8963061773, 8963061772, 8963061771, 8963061770, 8963061769]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,968785268,garden,"POLYGON ((-76.6210516 39.328231, -76.6207986 39.3282407, -76.620797 39.3282162, -76.6208322 39.3282149, -76.6208232 39.3280737, -76.6207985 39.3280746, -76.6207969 39.3280503, -76.6210394 39.328041, -76.6210516 39.328231))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8963067854, 8963067869, 8963067868, 8963067867, 8963067866, 8963067865, 8963067864, 8963067863, 8963067854]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,968785269,garden,"POLYGON ((-76.6207628 39.3282418, -76.6206102 39.3282476, -76.6205982 39.3280598, -76.6207417 39.3280543, -76.620743 39.3280746, -76.6207206 39.3280754, -76.6207299 39.3282191, -76.6207613 39.3282179, -76.6207628 39.3282418))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8963067877, 8963067876, 8963067875, 8963067874, 8963067873, 8963067872, 8963067871, 8963067870, 8963067877]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969935297,garden,"POLYGON ((-76.6233365 39.3277973, -76.6233727 39.3278101, -76.6234907 39.3276297, -76.6235396 39.3275517, -76.6235688 39.3274715, -76.6235776 39.3274471, -76.6236156 39.3273304, -76.6236277 39.327267, -76.6236277 39.3272002, -76.623606 39.3272884, -76.6235806 39.3273706, -76.6235263 39.3274971, -76.6234515 39.3276259, -76.6233459 39.3277781, -76.6233365 39.3277973))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8975700293, 8975700294, 8975700295, 8975700296, 10056171385, 8975700297, 8975700298, 8975700299, 8975700300, 8975700301, 8975700302, 8975700303, 8975700304, 8975700305, 8975700293]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969935298,garden,"POLYGON ((-76.6223599 39.3268226, -76.6223768 39.3270594, -76.6224027 39.3270578, -76.6224054 39.3271211, -76.6224367 39.3271202, -76.6224178 39.3268301, -76.6224014 39.3268241, -76.6223836 39.3268218, -76.6223599 39.3268226))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8975700314, 9727070793, 9727070794, 9727070795, 8975700310, 8975700311, 9727032366, 9727032365, 8975700314]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969935299,garden,"POLYGON ((-76.6223574 39.3267875, -76.6224049 39.326782, -76.6224139 39.3267725, -76.6223959 39.3265338, -76.6223914 39.3264482, -76.6223518 39.3264308, -76.6222412 39.3264343, -76.6222286 39.3264364, -76.622231 39.3264941, -76.6223361 39.3264896, -76.6223574 39.3267875))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8975700315, 8975700316, 9727032371, 8975765117, 8975765118, 8975765119, 8975765120, 8975765121, 8975765122, 1909366791, 8975700315]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969935301,garden,"POLYGON ((-76.62211 39.3267754, -76.6219773 39.3267774, -76.621975 39.3266763, -76.62199 39.3266233, -76.6220073 39.3265618, -76.6220042 39.3265015, -76.622001 39.3264533, -76.6220042 39.3264448, -76.6220152 39.3264405, -76.6220711 39.3264387, -76.6220719 39.3264546, -76.6221333 39.3264509, -76.6221333 39.3264381, -76.6221956 39.3264369, -76.6221996 39.3264954, -76.6220904 39.3265001, -76.62211 39.3267754))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8975765125, 8975765126, 8975765127, 8975765128, 8975765129, 8975765130, 8975765131, 8975765132, 8975765133, 8975765134, 8975765135, 8975765136, 8975765137, 8975765138, 8975765139, 1909366792, 8975765125]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969935302,garden,"POLYGON ((-76.6221356 39.3271339, -76.6220916 39.3271411, -76.6220798 39.3271228, -76.6220514 39.3270863, -76.6220254 39.3270571, -76.6220026 39.3270041, -76.62199 39.3269474, -76.6219837 39.326878, -76.6219829 39.3268629, -76.6221159 39.3268578, -76.6221356 39.3271339))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1909366823, 8975765140, 8975765141, 8975765142, 8975765143, 8975765144, 8975765145, 8975765146, 8975765147, 8975765148, 1909366823]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969935305,garden,"POLYGON ((-76.6219518 39.3269245, -76.6219454 39.3268627, -76.6219288 39.3268618, -76.6219275 39.326844, -76.6218893 39.3268454, -76.6218913 39.3268698, -76.6219059 39.3268858, -76.6219151 39.3269103, -76.6219331 39.3269234, -76.6219518 39.3269245))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4520038891, 8975765151, 8975765152, 8975765153, 4520038896, 4520038895, 4520038894, 4520038893, 4520038892, 4520038891]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969935306,garden,"POLYGON ((-76.6219251 39.3268001, -76.6219152 39.3267949, -76.6219109 39.3267894, -76.6219095 39.3267825, -76.621912 39.3267743, -76.6219267 39.3267562, -76.6219293 39.3267615, -76.6219323 39.3267625, -76.621936 39.326763, -76.6219366 39.3267796, -76.6219237 39.3267807, -76.6219251 39.3268001))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8975765154, 8975765155, 8975765156, 8975765157, 8975765158, 8975765159, 8975765160, 8975765161, 8975765162, 8975765163, 8975765164, 8975765154]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969935307,garden,"POLYGON ((-76.6222245 39.3272709, -76.6222224 39.3272408, -76.6222006 39.3272418, -76.6221093 39.327246, -76.6220927 39.3272539, -76.6220905 39.3272591, -76.6220902 39.3272652, -76.6220927 39.3272707, -76.6220969 39.327275, -76.6221029 39.3272778, -76.6221646 39.3272753, -76.6222245 39.3272709))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8975765165, 8975765166, 8975765189, 8975765167, 8975765168, 8975765169, 8975765170, 8975765171, 8975765172, 8975765173, 8975765174, 8975765165]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969935308,garden,"POLYGON ((-76.6222233 39.3271837, -76.6221981 39.327185, -76.6221604 39.3271868, -76.6221508 39.3271868, -76.6221409 39.3271854, -76.6221366 39.3271827, -76.6221316 39.3271783, -76.6221334 39.3271728, -76.6221384 39.3271648, -76.6221416 39.3271605, -76.6221469 39.3271574, -76.6221742 39.327155, -76.6221961 39.3271545, -76.6222221 39.3271542, -76.6222233 39.3271837))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8975765175, 8975765190, 8975765176, 8975765177, 8975765178, 8975765179, 8975765180, 8975765181, 8975765182, 8975765183, 8975765184, 8975765185, 8975765191, 8975765186, 8975765175]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,969935311,garden,"POLYGON ((-76.6216501 39.327039, -76.6216386 39.3270369, -76.6216275 39.327033, -76.6216215 39.3270247, -76.6216196 39.3270129, -76.6216178 39.3269861, -76.6216182 39.3269722, -76.6216247 39.3269661, -76.6216353 39.3269586, -76.621646 39.3269564, -76.6216635 39.3269568, -76.6217107 39.3269629, -76.6217482 39.3269736, -76.6217875 39.3269854, -76.6218115 39.326994, -76.6218314 39.3270015, -76.6218388 39.3270076, -76.6218439 39.3270122, -76.6218138 39.3270204, -76.6217662 39.3270265, -76.6217213 39.3270333, -76.6216797 39.3270376, -76.6216501 39.327039))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8975765192, 8975765193, 8975765194, 8975765195, 8975765196, 8975765197, 8975765198, 8975765199, 8975765200, 8975765201, 8975765202, 8975765203, 8975765204, 8975765205, 8975765206, 8975765207, 8975765208, 8975765209, 8975765210, 8975765211, 8975765212, 8975765213, 8975765192]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,971812590,garden,"POLYGON ((-76.5675827 39.2955416, -76.5676631 39.2955393, -76.5676537 39.2953618, -76.5676389 39.2953618, -76.5676376 39.2953369, -76.5675705 39.295339, -76.5675744 39.2954096, -76.5675827 39.2955416))",,,,,,,Roberts Place Garden,,,,,,,,,,,,,,,,,,,,,,"[3432809353, 8994536762, 8994536763, 8994536764, 8994536765, 8994536766, 3432809348, 3432809353]",,,,,,,,,,,,,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,973774127,garden,"POLYGON ((-76.6189893 39.3257691, -76.6189151 39.3257095, -76.6190764 39.3255894, -76.6191506 39.3256489, -76.6189893 39.3257691))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9011944846, 9011944845, 9011944844, 9011944843, 9011944846]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,975647807,garden,"POLYGON ((-76.6519855 39.3532794, -76.6520901 39.3532483, -76.6521075 39.3532306, -76.6521015 39.353156, -76.6520807 39.3531428, -76.652015 39.3531404, -76.6519091 39.3531518, -76.6518044 39.353157, -76.651783 39.3531684, -76.6517649 39.3532198, -76.6517642 39.3532576, -76.6518474 39.3532794, -76.6519627 39.3532825, -76.6519855 39.3532794))",,,,,,,Worthley Garden,,,,,,,,,,,,,,,,,,,,,,"[9028640881, 9028640880, 9028640879, 9028640878, 9028640870, 9028640877, 9028640876, 9028640875, 9028640874, 9028640869, 9028640873, 9028640872, 9028640871, 9028640881]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,975647809,garden,"POLYGON ((-76.6526601 39.3542029, -76.6527038 39.3542572, -76.6526777 39.3542698, -76.6526631 39.3542613, -76.6526441 39.3542563, -76.652624 39.354256, -76.6526118 39.3542589, -76.6525928 39.3542353, -76.6526601 39.3542029))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9028640892, 11142923878, 11142923854, 11142923856, 11142923875, 11142923874, 11142923851, 11142923883, 9028640892]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,975799069,park,"POLYGON ((-76.6102102 39.3276329, -76.610204 39.3276388, -76.6101931 39.3276392, -76.6099143 39.3274508, -76.6099701 39.3274484, -76.6099608 39.327252, -76.6101931 39.3272445, -76.6102102 39.3276329))",,,,,,,Waverly Commons,,,,,,,,,,,,,,,,,,,,,,"[9029722777, 9664702656, 9664702655, 9664702654, 3433964685, 3433964682, 9029722779, 9029722777]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,977592300,garden,"POLYGON ((-76.6552954 39.3518523, -76.6552992 39.3518457, -76.6552964 39.3518389, -76.6552926 39.3518369, -76.6552784 39.3518345, -76.6552592 39.351835, -76.6552454 39.3518383, -76.6551895 39.3518552, -76.6551802 39.3518556, -76.6551572 39.3518508, -76.6551359 39.3518416, -76.6551143 39.3518339, -76.6551036 39.351827, -76.6550987 39.3518207, -76.6550934 39.3518099, -76.6550915 39.3517989, -76.655092 39.3517806, -76.6550961 39.3517699, -76.6551079 39.3517527, -76.6551145 39.351747, -76.655139 39.3517336, -76.6551748 39.3517203, -76.6551895 39.3517168, -76.6552134 39.3517155, -76.65528 39.351719, -76.6553047 39.3517164, -76.6553139 39.3517138, -76.6553232 39.3517049, -76.6553236 39.351694, -76.6553194 39.3516874, -76.6552914 39.3516816, -76.655244 39.3516788, -76.6551999 39.3516816, -76.6551902 39.3516834, -76.6551548 39.3516959, -76.6551404 39.3516994, -76.6551017 39.3517166, -76.6550837 39.3517302, -76.6550624 39.3517511, -76.6550531 39.3517674, -76.6550458 39.351794, -76.6550458 39.3518053, -76.6550501 39.3518204, -76.6550569 39.351835, -76.655065 39.3518451, -76.6550766 39.3518556, -76.6550937 39.3518675, -76.6551025 39.3518711, -76.6551264 39.3518788, -76.6551418 39.3518821, -76.6551677 39.3518838, -76.6551994 39.3518827, -76.6552302 39.3518763, -76.6552708 39.3518647, -76.6552954 39.3518523))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9045715981, 9045715980, 9045715979, 9045715978, 9045715977, 9045715976, 9045715975, 9045715974, 9045715973, 9045715972, 9045715971, 9045715970, 9045715969, 9045715968, 9045715967, 9045715966, 9045715965, 9045715964, 9045715963, 9045715962, 9045715961, 9045715960, 9045715959, 9045715958, 9045715957, 9045715956, 9045715955, 9045715954, 9045715953, 9045715952, 9045715951, 9045715950, 9045715949, 9045715948, 9045715947, 9045715946, 9045715945, 9045715944, 9045715943, 9045715942, 9045715941, 9045715940, 9045715939, 9045715938, 9045715937, 9045715928, 9045715936, 9045715935, 9045715934, 9045715933, 9045715932, 9045715931, 9045715930, 9045715929, 9045715981]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,980222087,park,"POLYGON ((-76.646938 39.3298873, -76.6470328 39.3297249, -76.6470288 39.3296191, -76.6469724 39.3295558, -76.6469 39.3295008, -76.6468035 39.329477, -76.6467203 39.3294583, -76.6466386 39.3294569, -76.646601 39.3294562, -76.6465165 39.3294324, -76.6464065 39.3293857, -76.6462711 39.3293577, -76.6461839 39.3293535, -76.6461356 39.329368, -76.6460927 39.3294199, -76.6461021 39.3294956, -76.646145 39.3295195, -76.6462724 39.3295568, -76.6463609 39.3295942, -76.6463842 39.3296351, -76.6463877 39.3296658, -76.6464186 39.3297052, -76.6464462 39.3297507, -76.6464178 39.329799, -76.6463462 39.3298626, -76.6463472 39.3298992, -76.6463918 39.3299138, -76.646417 39.329952, -76.646938 39.3298873))",,,,,,,Zen Garden,,,,,,,,,,,,,,,,,,,,,,"[9067689961, 8753992933, 9067689969, 9067689970, 8753992932, 9067689968, 9067689967, 5928355110, 8753992931, 9067689960, 9067689959, 9067689958, 9067689957, 9067689956, 9067689955, 9067689954, 9067689953, 9067689952, 9067689951, 8815022560, 8815022561, 8815022562, 8815022563, 9067689964, 8815022564, 9067689932, 9067689933, 8815022565, 9067689961]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,986510914,garden,"POLYGON ((-76.5915134 39.2964504, -76.5914461 39.2964528, -76.5914442 39.2964176, -76.591355 39.2964202, -76.5913617 39.296571, -76.5914433 39.2965692, -76.5914433 39.2965552, -76.5914466 39.296538, -76.5914551 39.2965181, -76.5914689 39.2965005, -76.5914841 39.2964844, -76.5915144 39.2964675, -76.5915134 39.2964504))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9118884933, 3433498476, 3433498290, 9118884922, 9118884921, 9118884926, 9118884927, 9118884928, 9118884929, 9118884930, 9118884931, 9118884932, 9118884933]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,987256690,park,"POLYGON ((-76.6109736 39.3527288, -76.6109702 39.3526143, -76.610855 39.3526188, -76.6108365 39.3525657, -76.6107882 39.3525252, -76.6107616 39.3525062, -76.6106851 39.3524514, -76.610625 39.3524431, -76.6105735 39.3524464, -76.6104856 39.3524448, -76.6104211 39.3524475, -76.6103439 39.3524493, -76.610304 39.3524311, -76.6102623 39.3524088, -76.6102112 39.3523895, -76.6100898 39.3523902, -76.6099573 39.3523888, -76.6099296 39.3523848, -76.6099037 39.3523934, -76.6099191 39.3527468, -76.6101143 39.3527484, -76.6103568 39.3527302, -76.6107001 39.3527352, -76.6107702 39.3527332, -76.6108761 39.3527302, -76.6109544 39.3527296, -76.6109736 39.3527288))",,,,,,,Govans Urban Forest,,,,,Baltimore,,5200-5206,21212,MD,York Road,,,,,Loyola University & York Road Partnership,,,,,,,"[9125474519, 6303560347, 9125474520, 9125474521, 9125474522, 9826368347, 9125474523, 9125474524, 9125474525, 9125474526, 9125474527, 9125474528, 9579657207, 9125474529, 9125474530, 9125474531, 9125474532, 9579657206, 9125474533, 9125474534, 9125474535, 9125474536, 9125474537, 9826368346, 9125474538, 9826368345, 9125474519]",university,,,,,,,,,forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deciduous,broadleaved,,,2012,,,,,,,,,,,,,,,
way,988474636,park,"POLYGON ((-76.6102377 39.3298305, -76.6102377 39.3296629, -76.6100018 39.3296627, -76.6100014 39.3298432, -76.6102046 39.3298418, -76.6102213 39.3298381, -76.6102377 39.3298305))",,,,,,,Brentwood Commons,,,,,Baltimore,,1816,21218,MD,Brentwood Avenue,,,,,Baltimore Green Space,,,,,,,"[9136621706, 9136621707, 9658546342, 9658546341, 9136621708, 9136621709, 9136621706]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
