element_type,osmid,leisure,geometry,ele,gnis:county_id,gnis:created,gnis:feature_id,gnis:state_id,historic,name,wikidata,barrier,source,access,addr:city,addr:country,addr:housenumber,addr:postcode,addr:state,addr:street,description,building,fee,opening_hours,operator,material,artwork_type,tourism,level,wheelchair,memorial,nodes,operator:type,operator:wikidata,operator:short,alt_name,boundary,owner,ownership,protected,protection_title,landuse,surface,wikipedia,garden:type,fence_type,ref:bcrp,address,short_name,loc_name,official_name,name:en,name:lt,website,attraction,email,not:operator:wikidata,dog,alt_name:en,alt_name:wikidata,demolished:building,garden:style,source:date,source:leisure,owner:short,owner:wikidata,park:type,restriction,sport,addr:unit,year_of_construction,surface_1,height,note,leaf_cycle,leaf_type,natural,artist_name,start_date,import,layer,basin,image,wikimedia_commons,survey:date,ways,type,protect_class,phone,operator:alt_name,operator:website,start_date:operator,source:operator,was:landuse
way,361459789,park,"POLYGON ((-76.6103286 39.2565011, -76.6101619 39.2564541, -76.610292 39.2561637, -76.6101632 39.2560982, -76.610215 39.2560747, -76.6102529 39.2560679, -76.6103728 39.2561177, -76.6104297 39.2561539, -76.6104663 39.2562087, -76.6104827 39.2562625, -76.6103791 39.2563984, -76.6103286 39.2565011))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3659318654, 3659318655, 3659318656, 3659318657, 3659318658, 3659318659, 3659318660, 3659318661, 3659318662, 3659318663, 3659318664, 3659318654]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,363936334,park,"POLYGON ((-76.5915006 39.300704, -76.5911371 39.3007131, -76.5913554 39.3043302, -76.5922028 39.3043004, -76.5921498 39.3033973, -76.591837 39.3034083, -76.5917213 39.3014448, -76.5915593 39.3012197, -76.591537 39.3011852, -76.5915216 39.3010453, -76.5915006 39.300704))",,,,,,,Eager Park,,,,private,Baltimore,,1013,21205,MD,North Wolfe Street,,,,,Lillibridge Healthcare Services,,,,,,,"[9082343903, 3680466973, 4600849766, 9359581804, 9359581805, 4600849765, 4600849764, 9082343902, 9612455659, 9612455660, 9082343903]",,,,,,Johns Hopkins University,,,,,,,,,,,,,,,,,,,,,,,,,,,JHU,Q193727,private_park,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,363936349,garden,"POLYGON ((-76.5941589 39.3004092, -76.5941162 39.2998832, -76.5937959 39.2998804, -76.5938315 39.3002825, -76.5937745 39.3003156, -76.5937674 39.3003707, -76.5937923 39.3004065, -76.5938386 39.300423, -76.5941589 39.3004092))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3680469334, 3680469335, 3680469336, 3680469337, 3680469338, 3680469339, 3680469340, 3680469341, 3680469334]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,367302651,park,"POLYGON ((-76.6227835 39.2975336, -76.6227032 39.2976039, -76.6224452 39.2978076, -76.6226816 39.2974771, -76.6226887 39.2974877, -76.6227122 39.2974887, -76.6227835 39.2975336))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3712430210, 9835598616, 3712430211, 3712430212, 9835598614, 9835598615, 3712430210]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,370358544,park,"POLYGON ((-76.5829694 39.2985232, -76.5827336 39.2985337, -76.5827285 39.2984637, -76.58268 39.2984658, -76.5826503 39.2980576, -76.5829388 39.298048, -76.5829694 39.2985232))",,,,,,,Amazing Port Street Garden,,,,,,,,,,,,,,,Amazing Grace Lutheran Church,,,,,,,"[3740653071, 3740653072, 3740653073, 3740653074, 3740653075, 3740653076, 3740653071]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,370440537,park,"POLYGON ((-76.6089599 39.314085, -76.6089471 39.3139244, -76.6085701 39.3139425, -76.6085855 39.3141024, -76.6089599 39.314085))",,,,,,,Boone Street Commons,,,,,Baltimore,,2100,21218,MD,Boone Street,A community green space project established in September 2019,,,,,,,,,,,"[3741392898, 3741392889, 3741392891, 3741392900, 3741392898]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376478044,park,"POLYGON ((-76.627799 39.3085227, -76.6274604 39.3087734, -76.6274341 39.3087706, -76.6272283 39.3085997, -76.6275975 39.3083292, -76.6277942 39.3084888, -76.627799 39.3085227))",,,,,,,F. Scott Fitzgerald Park,,,,,Baltimore,,1627,21217,MD,Bolton Street,,,,,Baltimore City Department of Recreation & Parks,,,,,,,"[7773961545, 7773961544, 3798887305, 3798887304, 3798887303, 3798887302, 7773961545]",public,Q110062922,BCRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376479241,garden,"POLYGON ((-76.6310264 39.3090007, -76.6306851 39.3092503, -76.6305433 39.3091353, -76.6308876 39.3088886, -76.6310264 39.3090007))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3798897501, 3798897502, 3798897503, 3798897504, 3798897501]",,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,no dogs,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376480254,park,"POLYGON ((-76.6341095 39.30831, -76.6338054 39.3085327, -76.6335004 39.3082833, -76.6338045 39.3080607, -76.6341095 39.30831))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3798909213, 3798909214, 3798909215, 3798909216, 3798909213]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376480342,park,"POLYGON ((-76.6323888 39.3039456, -76.6324283 39.3040007, -76.6324032 39.3040646, -76.6324322 39.3040884, -76.6324986 39.3040745, -76.6325594 39.3040934, -76.6331458 39.3045613, -76.6329903 39.3046798, -76.6329439 39.3046742, -76.6327123 39.3044827, -76.6326624 39.3045176, -76.63252 39.3046252, -76.6321223 39.3043048, -76.6323255 39.3041628, -76.6321022 39.3039781, -76.6325546 39.303641, -76.6326636 39.303714, -76.6323888 39.3039456))",,,,,,,McMechen & Etting Park,,,,,Baltimore,US,520,21217,MD,McMechen Street,,,,,Baltimore City Department of Recreation & Parks,,,,,,,"[3432400387, 7792926817, 7792926816, 7792926815, 7792926814, 7792926813, 3798908345, 7792926812, 3798908346, 7792926806, 7792926809, 7792926808, 7792926807, 7792926805, 3798908347, 7792926811, 7792926810, 3432400387]",public,Q110062922,BCRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379853906,park,"POLYGON ((-76.6255037 39.3122003, -76.625045 39.3118495, -76.62475 39.3116545, -76.6243772 39.3114324, -76.6241183 39.3112852, -76.6242216 39.3111792, -76.6240312 39.3110692, -76.6246803 39.3110402, -76.624699 39.3110817, -76.6247446 39.31109, -76.6247817 39.311069, -76.6247932 39.3110585, -76.6247993 39.3110457, -76.6248009 39.3110343, -76.6248164 39.3110308, -76.6248433 39.31103, -76.6248772 39.3110333, -76.6249071 39.3110408, -76.6249514 39.3110584, -76.6249798 39.3110761, -76.6250017 39.3110593, -76.6250606 39.3111121, -76.6251063 39.3111609, -76.6252677 39.3113681, -76.6253588 39.31153, -76.6254474 39.3117562, -76.6254903 39.3119263, -76.6255037 39.3122003))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3832001856, 3832002057, 3832002058, 3832002059, 3832002060, 3832002063, 3832002064, 3832002065, 3832002066, 3832002067, 3832002068, 3832002069, 9719587621, 3832002070, 3832002071, 9719587622, 3832002072, 3832002073, 9719587624, 9719587623, 3832002074, 3832002075, 9719587625, 3832002076, 3832002077, 3832002078, 3832002079, 3832001856]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379855071,park,"POLYGON ((-76.6266145 39.3117891, -76.6266412 39.3119182, -76.6266526 39.3121876, -76.6266621 39.3124096, -76.6266672 39.3125297, -76.6266716 39.3126314, -76.6266793 39.3128119, -76.626538 39.312817, -76.6263811 39.3127349, -76.6262443 39.3125751, -76.6260592 39.3122846, -76.6259949 39.3121061, -76.6259251 39.3119048, -76.6258412 39.3116753, -76.6258098 39.3115894, -76.6257079 39.311415, -76.6256086 39.3112698, -76.6255604 39.3112054, -76.6254423 39.3110648, -76.6253887 39.3109901, -76.6255013 39.3109175, -76.625563 39.310903, -76.6258286 39.310932, -76.6259144 39.3109465, -76.6265769 39.3117061, -76.6266145 39.3117891))",,,,,,,Mount Royal Terrace,,,,,,,,,,,,,,,,,,,,,,"[3832020370, 3832020371, 4890589167, 4890589165, 4890589166, 4890589164, 4489648374, 4890589163, 3832020357, 3832020358, 3832020359, 3832020360, 3832020361, 3833657260, 3832020362, 3832020363, 3832020364, 3832020365, 3832020376, 3832020377, 3832020378, 3832020379, 3832020380, 3832020381, 3832020382, 3832020370]",,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,380019341,park,"POLYGON ((-76.6300515 39.3044941, -76.6297766 39.3046995, -76.6296197 39.3045667, -76.6298799 39.3043561, -76.6300515 39.3044941))",,,,,,,Rosina Ridgley,,,,,,,,,,,,,,,,,,,,,,"[3833680198, 3833680199, 3833680200, 3833680201, 3833680198]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,380020456,park,"POLYGON ((-76.6195243 39.3050802, -76.6195187 39.3050637, -76.6195085 39.3050502, -76.6194929 39.3050394, -76.619476 39.305032, -76.6194471 39.3050287, -76.6194237 39.3050319, -76.6194009 39.3050457, -76.6193821 39.3050605, -76.61935 39.3051386, -76.6193271 39.3052146, -76.6193058 39.3052851, -76.6192864 39.3053527, -76.6192559 39.3054225, -76.6192071 39.3054722, -76.619178 39.3055006, -76.6191486 39.30552, -76.6191295 39.3055263, -76.6191374 39.3056014, -76.6191891 39.3057834, -76.619221 39.3058633, -76.6192687 39.3059124, -76.6194892 39.3060915, -76.6197044 39.3062728, -76.619889 39.3064289, -76.6199167 39.3064152, -76.6199664 39.3061213, -76.6199095 39.3061188, -76.6198367 39.3061076, -76.6197728 39.306087, -76.6196976 39.3060627, -76.6196358 39.306035, -76.6195882 39.3060036, -76.619528 39.30594, -76.6194968 39.3058946, -76.6194732 39.3058586, -76.6194618 39.3058243, -76.6194534 39.305766, -76.6194798 39.3055105, -76.6194964 39.3053504, -76.6195243 39.3050802))",,,,,,,B & O Slope Park,,,,,,,,,,,,,,,Baltimore City Department of Recreation & Parks,,,,,,,"[2393499598, 6056450989, 2393499596, 6056450986, 2393499594, 6056450988, 2393499593, 6056450991, 2393499597, 2393499601, 9672750679, 6056450992, 3833691640, 2393499608, 2393499611, 6056450994, 6056450995, 2393499616, 9672750678, 3833691642, 4975711118, 3833691643, 6056451019, 6056451017, 9672750680, 3441795566, 3441795561, 2393499632, 2393499631, 6056448765, 2393499630, 3833691648, 2393499628, 2393499626, 6056451001, 6056451002, 2393499623, 3833691650, 6404396211, 2393499605, 2393499598]",public,Q110062922,BCRP,B & O Slope Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,380023215,park,"POLYGON ((-76.6062974 39.2908564, -76.6064987 39.2911698, -76.6060132 39.2913029, -76.6058963 39.2910488, -76.6058707 39.2909931, -76.6058827 39.2909677, -76.6060754 39.290916, -76.6062974 39.2908564))",,,,,,,Saint Vincent de Paul Church Park,,,,private,,,,,,,,,,,Saint Vincent de Paul Church,,,,,,,"[3833715075, 3833715081, 3833715077, 9362366049, 8808080085, 3833715078, 9362366050, 3833715075]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,391690439,park,"POLYGON ((-76.6106556 39.3088802, -76.610646 39.308709, -76.6099643 39.308732, -76.6099739 39.3089032, -76.6106556 39.3088802))",,,,,,,Wonderground Park,,,,,,,,,,,,,,,,,,,,,,"[3949319067, 3949319065, 3949319066, 3949319068, 3949319067]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,396564926,garden,"POLYGON ((-76.6351049 39.2790695, -76.6349238 39.2789271, -76.6346344 39.2791576, -76.6348086 39.2793, -76.6351049 39.2790695))",,,,,,,Pigtown Food For Thought Community Garden,,,,,,,,,,,,,,,,,,,,,,"[3993765786, 3993765787, 3993765788, 3993765789, 3993765786]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,415123887,park,"POLYGON ((-76.6250787 39.3352099, -76.6243549 39.33519, -76.6244062 39.3339854, -76.6251558 39.3340143, -76.6250787 39.3352099))",,,,,,,Wyman Park Lower Field,,,,,,,,,,,,,,,,,,,,,,"[4161940300, 4161940301, 4161940302, 4161940303, 4161940300]",,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,multi,,,,,,,,,,,,,,,,,,,,,,,,,
way,431237141,park,"POLYGON ((-76.6123965 39.2905283, -76.6124394 39.2905397, -76.6124756 39.2905709, -76.6125024 39.2909861, -76.6124823 39.2910992, -76.6124447 39.2911386, -76.6124099 39.2911044, -76.6123696 39.2909902, -76.6123187 39.2906259, -76.612324 39.2905771, -76.6123375 39.2905512, -76.6123777 39.2905283, -76.6123965 39.2905283))",,,,,,,Battle Monument Park,,,,,,,,,,,,,,,,,,,,,,"[4304797021, 4304797022, 4304797024, 4304797029, 4304797034, 4304797037, 4304797035, 4304797030, 4304797026, 4304797025, 4304797023, 4304797020, 4304797021]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,431328039,park,"POLYGON ((-76.6207994 39.3071575, -76.6208106 39.3069263, -76.6206472 39.3070491, -76.6207994 39.3071575))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4305356624, 4305356622, 4305356623, 4305356624]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,435722319,garden,"POLYGON ((-76.5322541 39.2637976, -76.5323091 39.2641558, -76.5318357 39.2641734, -76.5317995 39.2638588, -76.5322541 39.2637976))",,,,,,,Cimaglia Park City Farm,,,,,,,,,,,,,,,,,,,,,,"[4336237482, 4336237490, 4336237491, 4336237484, 4336237482]",,,,,,,,,,allotments,,,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,436726566,park,"POLYGON ((-76.5354838 39.2663077, -76.5354315 39.2656996, -76.5350018 39.2657105, -76.5343988 39.2654075, -76.5343733 39.2649702, -76.533927 39.2643542, -76.5338314 39.2633582, -76.5324429 39.263439, -76.5314669 39.2634958, -76.5314064 39.2634993, -76.5312733 39.2634044, -76.5306704 39.2634321, -76.5307252 39.2638897, -76.5302532 39.2639165, -76.5302564 39.2640008, -76.5302895 39.2644391, -76.5303278 39.2644371, -76.5303724 39.2649879, -76.5300868 39.2650041, -76.5300897 39.2652, -76.5304277 39.265499, -76.5308783 39.2656527, -76.5316722 39.265744, -76.5321443 39.2657482, -76.5330884 39.2656776, -76.5344134 39.2660514, -76.5354838 39.2663077))",,,,,,,Cimaglia Park at Fort Holabird,,,,,,,,,,,,,,,,,,,,,,"[1298904863, 1298904797, 1298904938, 1298904903, 1298904882, 1298904826, 1298904954, 6555727896, 6555727895, 1298904740, 6481665469, 6555727723, 6555727724, 6567922364, 1298904935, 1298904898, 1298904877, 1298904814, 4346023680, 4346023799, 4346023810, 4346023811, 4346023813, 4346023814, 4346023812, 4346023816, 1298904863]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,439886176,garden,"POLYGON ((-76.6020054 39.2989939, -76.6020033 39.2989611, -76.601917 39.2989645, -76.6018443 39.2989667, -76.6018336 39.2989666, -76.6018359 39.2990006, -76.6020054 39.2989939))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4375626985, 4375626962, 4375626964, 4375626966, 4375626965, 4375626991, 4375626985]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,452160218,park,"POLYGON ((-76.6337315 39.3074812, -76.6334478 39.3076972, -76.6333577 39.3076216, -76.6333089 39.3075806, -76.6335938 39.3073701, -76.633679 39.3074389, -76.6337315 39.3074812))",,,,,,,Robert & Mcculloh Park,,,,,,,,,,,,,,,,,,,,,,"[4489631669, 4489631670, 4489631676, 4489631671, 4489631672, 4489631673, 4489631669]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,453383949,garden,"POLYGON ((-76.576686 39.2820773, -76.5766856 39.2820658, -76.5766062 39.2820674, -76.5766066 39.2820789, -76.576686 39.2820773))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4501248334, 4501248333, 4501248332, 3433124375, 4501248334]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,453383951,garden,"POLYGON ((-76.5768272 39.2820745, -76.5768267 39.2820588, -76.5767054 39.2820609, -76.5767058 39.2820766, -76.5768272 39.2820745))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4501248339, 4501248338, 4501248337, 4501248336, 4501248339]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,453392425,park,"POLYGON ((-76.5990424 39.2807449, -76.5990829 39.2805887, -76.5990819 39.2805829, -76.5990789 39.2805653, -76.5990635 39.2805435, -76.5990434 39.280529, -76.5990125 39.2805191, -76.5979115 39.2803452, -76.5978908 39.2803441, -76.5978746 39.2803432, -76.5978465 39.280353, -76.5978267 39.2803688, -76.5978179 39.2803829, -76.5978116 39.2803987, -76.5977729 39.2805428, -76.5977767 39.2805721, -76.5977901 39.2805939, -76.5978103 39.2806099, -76.5978477 39.2806198, -76.5989394 39.2807885, -76.5989592 39.2807902, -76.5989743 39.2807895, -76.5990005 39.2807843, -76.599026 39.2807677, -76.5990424 39.2807449))",,,,,,,Harbor Point Central Plaza,,,,,,,,,,,,,,,,,,,,,,"[4501329987, 4501329986, 9322510530, 9024790701, 9294962900, 9294962899, 6096026589, 6096026586, 9322493967, 9294962898, 4501329985, 9294962897, 9322493970, 9024790698, 4501329984, 9294962896, 9024790699, 9294962895, 6096026587, 9294962894, 9322510538, 6096026588, 9024790700, 9294962901, 4501329987]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,455587598,garden,"POLYGON ((-76.6208096 39.3282024, -76.6208023 39.3280897, -76.6207426 39.328092, -76.6207499 39.3282047, -76.6208096 39.3282024))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4519782312, 4519782313, 4519782314, 4519782315, 4519782312]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,455630166,garden,"POLYGON ((-76.6225136 39.3300309, -76.6225073 39.3300166, -76.6225023 39.3299979, -76.622494 39.3299914, -76.6224617 39.3299852, -76.6224241 39.3299773, -76.6224191 39.329995, -76.6223718 39.3299858, -76.6223667 39.3300027, -76.6225136 39.3300309))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4520038953, 4520038954, 4520038955, 4520038956, 4520038957, 4520038958, 8796666402, 8796666401, 8796666400, 4520038953]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,455637543,garden,"POLYGON ((-76.6196602 39.3311667, -76.6196599 39.33114, -76.6195964 39.3311403, -76.6195967 39.3311671, -76.6196602 39.3311667))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4520077194, 4520077195, 4520077196, 4520077197, 4520077194]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,455637555,garden,"POLYGON ((-76.6204882 39.3327965, -76.6204542 39.3327317, -76.6205226 39.3327092, -76.6205623 39.3327337, -76.6204882 39.3327965))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4520077224, 4520077225, 4520077226, 4520077227, 4520077224]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,455640746,garden,"POLYGON ((-76.6178035 39.3291871, -76.6178103 39.3291793, -76.6178156 39.3291681, -76.6178178 39.3291595, -76.6178186 39.3291509, -76.6178191 39.329143, -76.6178186 39.3291355, -76.6178184 39.3291277, -76.6178178 39.3291199, -76.617815 39.3291094, -76.6178125 39.3291009, -76.6178086 39.3290927, -76.617802 39.3290825, -76.6177975 39.3290785, -76.6177932 39.3290741, -76.6177886 39.3290718, -76.6177778 39.329071, -76.6177731 39.3290728, -76.6177693 39.3290761, -76.6177632 39.3290835, -76.617759 39.3290931, -76.6177549 39.3291034, -76.617754 39.3291144, -76.6177532 39.3291261, -76.6177546 39.3291402, -76.6177565 39.3291516, -76.6177578 39.329159, -76.6177611 39.329168, -76.6177674 39.32918, -76.6177743 39.3291894, -76.617781 39.3291942, -76.6177896 39.3291965, -76.6177969 39.3291936, -76.6178035 39.3291871))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4520096268, 4520096284, 4520096269, 4520099700, 4520096285, 4520099699, 4520096270, 4520099698, 4520096286, 4520096271, 4520099697, 4520096287, 4520096272, 4520099696, 4520099695, 4520096273, 4520096274, 4520099694, 4520099693, 4520096275, 4520099692, 4520096276, 4520099691, 4520096277, 4520096288, 4520096278, 4520099689, 4520096279, 4520099690, 4520096280, 4520096283, 4520096282, 4520096281, 4520096268]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,457752024,garden,"POLYGON ((-76.5829989 39.3304686, -76.5829984 39.3304732, -76.5830041 39.3304723, -76.5830075 39.3304692, -76.5830495 39.3304369, -76.5830905 39.3304055, -76.583137 39.3303746, -76.5832711 39.3302947, -76.583398 39.3302237, -76.5835375 39.3301549, -76.5836206 39.3301199, -76.5836798 39.330099, -76.5837571 39.3300761, -76.5838206 39.330058, -76.5840332 39.3300049, -76.5842099 39.3299619, -76.5843047 39.3299367, -76.5843724 39.329917, -76.5844636 39.3298875, -76.5845681 39.3298503, -76.584656 39.3298159, -76.5847361 39.3297818, -76.5848768 39.329713, -76.5849293 39.3296846, -76.5851093 39.3295844, -76.5852105 39.3295229, -76.5852857 39.3294752, -76.5853664 39.3294184, -76.5854341 39.3293671, -76.5855153 39.3293019, -76.5855619 39.3292616, -76.5856121 39.3292165, -76.5856977 39.3291366, -76.5857896 39.3290558, -76.5858449 39.3290133, -76.5859795 39.3289252, -76.5860581 39.3288836, -76.5861314 39.3288498, -76.5862299 39.3288113, -76.5863624 39.3287709, -76.5865028 39.3287366, -76.5865885 39.328718, -76.5866359 39.3287106, -76.5866382 39.3287076, -76.5866331 39.3287054, -76.5865869 39.3287127, -76.5865007 39.3287313, -76.58636 39.3287657, -76.586227 39.3288063, -76.5861279 39.328845, -76.5860543 39.328879, -76.5859752 39.3289208, -76.5858401 39.3290092, -76.5857844 39.329052, -76.5856923 39.329133, -76.5856067 39.329213, -76.5855565 39.329258, -76.5855101 39.3292982, -76.5854291 39.3293632, -76.5853616 39.3294144, -76.5852811 39.3294711, -76.585206 39.3295186, -76.5851051 39.32958, -76.5849253 39.3296801, -76.5848729 39.3297084, -76.5847325 39.329777, -76.5846526 39.3298111, -76.5845651 39.3298454, -76.5844607 39.3298825, -76.5843698 39.3299119, -76.5843023 39.3299315, -76.5842077 39.3299567, -76.584031 39.3299997, -76.5838182 39.3300528, -76.5837546 39.330071, -76.5836771 39.3300939, -76.5836174 39.330115, -76.5835339 39.3301502, -76.583394 39.3302192, -76.5832669 39.3302903, -76.5831325 39.3303704, -76.5830857 39.3304014, -76.5830445 39.3304331, -76.5830022 39.3304655, -76.5829989 39.3304686))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4538512109, 4538512108, 4538512107, 4538512272, 4538512271, 4538512270, 4538512269, 4538512268, 4538512267, 4538512266, 4538512265, 4538512264, 4538512263, 4538512262, 4538512261, 4538512260, 4538512259, 4538512258, 4538512257, 4538512256, 4538512255, 4538512254, 4538512253, 4538512252, 4538512251, 4538512250, 4538512249, 4538512248, 4538512247, 4538512246, 4538512245, 4538512244, 4538512243, 4538512242, 4538512241, 4538512240, 4538512239, 4538512238, 4538512237, 4538512236, 4538512235, 4538512234, 4538512112, 4538512111, 4538512110, 4538512130, 4538512131, 4538512132, 4538512133, 4538512134, 4538512135, 4538512136, 4538512137, 4538512138, 4538512139, 4538512140, 4538512141, 4538512142, 4538512143, 4538512144, 4538512145, 4538512146, 4538512147, 4538512148, 4538512149, 4538512150, 4538512151, 4538512152, 4538512153, 4538512154, 4538512155, 4538512156, 4538512157, 4538512158, 4538512159, 4538512160, 4538512161, 4538512162, 4538512163, 4538512164, 4538512165, 4538512166, 4538512167, 4538512168, 4538512109]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
